,x_x,y_x,z,x_y,y_y
210,-239.53125,-239.53125,-1021.0,67.69212341308594,39.27217483520508
211,-239.53125,-239.53125,-1021.0,61.18231201171875,58.41350555419922
212,-239.53125,-239.53125,-1021.0,62.00567626953125,29.02364730834961
213,-239.53125,-239.53125,-1021.0,70.01663208007812,52.141448974609375
214,-239.53125,-239.53125,-1021.0,51.89255142211914,44.06447219848633
215,-239.53125,-239.53125,-1021.0,62.893096923828125,58.2753791809082
216,-239.53125,-239.53125,-1021.0,51.0334587097168,31.525287628173828
217,-239.53125,-239.53125,-1021.0,51.05303192138672,36.567527770996094
218,-239.53125,-239.53125,-1021.0,68.29751586914062,41.24946212768555
219,-239.53125,-239.53125,-1021.0,65.69982147216797,31.565467834472656
220,-239.53125,-239.53125,-1021.0,70.21121978759766,45.24342346191406
221,-239.53125,-239.53125,-1021.0,51.83477783203125,38.61869430541992
222,-239.53125,-239.53125,-1021.0,51.16175079345703,47.25834274291992
223,-239.53125,-239.53125,-1021.0,52.11345291137695,42.614845275878906
224,-239.53125,-239.53125,-1021.0,69.24031829833984,43.24246597290039
225,-239.53125,-239.53125,-1021.0,56.66444778442383,57.902000427246094
226,-239.53125,-239.53125,-1022.5,69.48336029052734,55.81483840942383
227,-239.53125,-239.53125,-1022.5,73.2605972290039,49.245582580566406
228,-239.53125,-239.53125,-1022.5,71.43107604980469,42.61671447753906
229,-239.53125,-239.53125,-1022.5,49.35225296020508,39.9757194519043
230,-239.53125,-239.53125,-1022.5,72.44078826904297,44.58439254760742
231,-239.53125,-239.53125,-1022.5,70.20516967773438,39.29269027709961
232,-239.53125,-239.53125,-1022.5,73.2544174194336,46.675045013427734
233,-239.53125,-239.53125,-1022.5,62.240013122558594,28.16263198852539
234,-239.53125,-239.53125,-1022.5,69.2877426147461,34.653202056884766
235,-239.53125,-239.53125,-1022.5,48.95311737060547,45.28204345703125
236,-239.53125,-239.53125,-1022.5,49.38249206542969,41.29911804199219
237,-239.53125,-239.53125,-1022.5,68.47905731201172,32.78723907470703
238,-239.53125,-239.53125,-1022.5,49.08253479003906,53.25456619262695
239,-239.53125,-239.53125,-1022.5,50.286865234375,30.308319091796875
240,-239.53125,-239.53125,-1022.5,48.358673095703125,35.332462310791016
241,-239.53125,-239.53125,-1022.5,66.53939056396484,30.48091697692871
242,-239.53125,-239.53125,-1022.5,58.36528015136719,27.36820411682129
243,-239.53125,-239.53125,-1022.5,51.00069046020508,29.5948486328125
244,-239.53125,-239.53125,-1022.5,72.0141830444336,52.61371994018555
245,-239.53125,-239.53125,-1022.5,62.11260986328125,59.545650482177734
246,-239.53125,-239.53125,-1022.5,49.90108871459961,55.22877883911133
247,-239.53125,-239.53125,-1022.5,49.07386016845703,43.925880432128906
248,-239.53125,-239.53125,-1022.5,48.43179702758789,36.65500259399414
249,-239.53125,-239.53125,-1022.5,64.70142364501953,59.15254592895508
250,-239.53125,-239.53125,-1022.5,70.11851501464844,55.29610824584961
251,-239.53125,-239.53125,-1022.5,52.904300689697266,28.382905960083008
252,-239.53125,-239.53125,-1022.5,71.05176544189453,41.277313232421875
253,-239.53125,-239.53125,-1022.5,72.02584838867188,43.28030776977539
254,-239.53125,-239.53125,-1022.5,70.13729858398438,37.97182846069336
255,-239.53125,-239.53125,-1022.5,49.11235427856445,42.81389617919922
256,-239.53125,-239.53125,-1022.5,70.7012710571289,39.97523880004883
257,-239.53125,-239.53125,-1022.5,49.37897491455078,54.57513427734375
258,-239.53125,-239.53125,-1022.5,53.844905853271484,28.00645637512207
259,-239.53125,-239.53125,-1022.5,59.240596771240234,27.363018035888672
260,-239.53125,-239.53125,-1022.5,73.30113983154297,50.570308685302734
261,-239.53125,-239.53125,-1022.5,55.52382278442383,58.95044708251953
262,-239.53125,-239.53125,-1022.5,48.51218032836914,37.98463439941406
263,-239.53125,-239.53125,-1022.5,61.20222854614258,27.7388916015625
264,-239.53125,-239.53125,-1022.5,48.15819549560547,49.898681640625
265,-239.53125,-239.53125,-1022.5,48.160423278808594,34.202239990234375
266,-239.53125,-239.53125,-1022.5,52.07655715942383,28.7281494140625
267,-239.53125,-239.53125,-1022.5,48.827659606933594,39.29254913330078
268,-239.53125,-239.53125,-1022.5,72.54328155517578,52.182037353515625
269,-239.53125,-239.53125,-1022.5,67.45879364013672,31.136140823364258
270,-239.53125,-239.53125,-1022.5,51.90886688232422,57.67152404785156
271,-239.53125,-239.53125,-1022.5,69.7550277709961,35.28191375732422
272,-239.53125,-239.53125,-1022.5,48.48288345336914,52.57914352416992
273,-239.53125,-239.53125,-1022.5,72.44020080566406,43.61850357055664
274,-239.53125,-239.53125,-1022.5,48.91653823852539,40.677284240722656
275,-239.53125,-239.53125,-1022.5,70.76842498779297,54.767784118652344
276,-239.53125,-239.53125,-1022.5,48.151588439941406,47.34923553466797
277,-239.53125,-239.53125,-1022.5,51.03657913208008,57.047664642333984
278,-239.53125,-239.53125,-1022.5,48.03716278076172,48.57899856567383
279,-239.53125,-239.53125,-1022.5,73.28550720214844,45.277626037597656
280,-239.53125,-239.53125,-1022.5,48.16057586669922,51.23354721069336
281,-239.53125,-239.53125,-1022.5,70.04546356201172,36.63758850097656
282,-239.53125,-239.53125,-1022.5,48.23935317993164,46.10177230834961
283,-239.53125,-239.53125,-1022.5,52.741458892822266,58.22542190551758
284,-239.53125,-239.53125,-1022.5,51.62025451660156,28.97092056274414
285,-239.53125,-239.53125,-1022.5,48.81496047973633,41.957664489746094
286,-239.53125,-239.53125,-1022.5,48.49906921386719,44.61885452270508
287,-239.53125,-239.53125,-1022.5,60.16082763671875,27.43498420715332
288,-239.53125,-239.53125,-1022.5,50.379337310791016,56.55061340332031
289,-239.53125,-239.53125,-1022.5,48.51280212402344,32.6790885925293
290,-239.53125,-239.53125,-1022.5,48.79343032836914,54.087223052978516
291,-239.53125,-239.53125,-1022.5,71.6990966796875,41.822265625
292,-239.53125,-239.53125,-1022.5,63.98445129394531,59.53465270996094
293,-239.53125,-239.53125,-1022.5,69.13521575927734,33.35728073120117
294,-239.53125,-239.53125,-1022.5,71.62712860107422,53.90345001220703
295,-239.53125,-239.53125,-1022.5,48.57627487182617,43.290287017822266
296,-239.53125,-239.53125,-1022.5,70.67919158935547,38.62456130981445
297,-239.53125,-239.53125,-1022.5,74.17938995361328,48.578556060791016
298,-239.53125,-239.53125,-1022.5,74.15995025634766,47.496726989746094
299,-239.53125,-239.53125,-1022.5,73.82453155517578,45.95156478881836
300,-239.53125,-239.53125,-1022.5,49.798011779785156,56.10103225708008
301,-239.53125,-239.53125,-1022.5,47.89164733886719,35.97826385498047
302,-239.53125,-239.53125,-1022.5,73.32203674316406,51.57942199707031
303,-239.53125,-239.53125,-1022.5,48.005863189697266,37.31790542602539
304,-239.53125,-239.53125,-1022.5,58.2116584777832,59.55966567993164
305,-239.53125,-239.53125,-1022.5,47.91789627075195,52.107906341552734
306,-239.53125,-239.53125,-1022.5,47.5948371887207,49.257755279541016
307,-239.53125,-239.53125,-1022.5,53.467323303222656,58.682498931884766
308,-239.53125,-239.53125,-1022.5,74.15962982177734,49.672576904296875
309,-239.53125,-239.53125,-1022.5,47.86301040649414,34.81523513793945
310,-239.53125,-239.53125,-1022.5,47.62126159667969,50.582210540771484
311,-239.53125,-239.53125,-1022.5,47.59925842285156,47.934173583984375
312,-239.53125,-239.53125,-1022.5,73.25394439697266,44.250648498535156
313,-239.53125,-239.53125,-1022.5,72.43279266357422,42.64413833618164
314,-239.53125,-239.53125,-1022.5,47.9361572265625,45.246788024902344
315,-239.53125,-239.53125,-1022.5,70.5840835571289,37.31236267089844
316,-239.53125,-239.53125,-1022.5,47.65159606933594,46.60932540893555
317,-239.53125,-239.53125,-1022.5,67.87103271484375,58.03635025024414
318,-239.53125,-239.53125,-1022.5,71.558349609375,40.63434982299805
319,-239.53125,-239.53125,-1022.5,73.7113037109375,51.2447624206543
320,-239.53125,-239.53125,-1022.5,48.017173767089844,53.225975036621094
321,-239.53125,-239.53125,-1022.5,68.74115753173828,57.402278900146484
322,-239.53125,-239.53125,-1022.5,68.13838958740234,31.488603591918945
323,-239.53125,-239.53125,-1022.5,72.45033264160156,53.25264358520508
324,-239.53125,-239.53125,-1022.5,48.90034866333008,55.246341705322266
325,-239.53125,-239.53125,-1022.5,74.34236145019531,46.623085021972656
326,-239.53125,-239.53125,-1022.5,48.03146743774414,43.949798583984375
327,-239.53125,-239.53125,-1022.5,56.42805480957031,59.42631912231445
328,-239.53125,-239.53125,-1022.5,47.952659606933594,38.65395736694336
329,-239.53125,-239.53125,-1022.5,73.69081115722656,44.62544631958008
330,-239.53125,-239.53125,-1022.5,69.65303039550781,56.65379333496094
331,-239.53125,-239.53125,-1022.5,74.66006469726562,47.93364334106445
332,-239.53125,-239.53125,-1022.5,47.20728302001953,49.94566345214844
333,-239.53125,-239.53125,-1022.5,74.63919067382812,49.25358200073242
334,-239.53125,-239.53125,-1022.5,66.82967376708984,58.78042221069336
335,-239.53125,-239.53125,-1022.5,69.75753784179688,33.94499206542969
336,-239.53125,-239.53125,-1022.5,66.14469909667969,29.781232833862305
337,-239.53125,-239.53125,-1022.5,47.92058563232422,33.2881965637207
338,-239.53125,-239.53125,-1022.5,74.31383514404297,50.54352951049805
339,-239.53125,-239.53125,-1022.5,47.18995666503906,47.25680160522461
340,-239.53125,-239.53125,-1022.5,47.20450210571289,51.29240798950195
341,-239.53125,-239.53125,-1022.5,47.031532287597656,48.56635284423828
342,-239.53125,-239.53125,-1022.5,47.967430114746094,42.57807540893555
343,-239.53125,-239.53125,-1024.0,45.11320877075195,37.32013702392578
344,-239.53125,-239.53125,-1024.0,74.35337829589844,55.31246566772461
345,-239.53125,-239.53125,-1024.0,57.42658615112305,60.711063385009766
346,-239.53125,-239.53125,-1024.0,77.07665252685547,43.981422424316406
347,-239.53125,-239.53125,-1024.0,47.84996795654297,31.18587875366211
348,-239.53125,-239.53125,-1024.0,55.54542541503906,60.68490982055664
349,-239.53125,-239.53125,-1024.0,43.38411331176758,51.935508728027344
350,-239.53125,-239.53125,-1024.0,72.47561645507812,35.23091506958008
351,-239.53125,-239.53125,-1024.0,43.37962341308594,46.575347900390625
352,-239.53125,-239.53125,-1024.0,53.661705017089844,60.6605339050293
353,-239.53125,-239.53125,-1024.0,75.27338409423828,54.64519500732422
354,-239.53125,-239.53125,-1024.0,46.0188102722168,33.86921691894531
355,-239.53125,-239.53125,-1024.0,48.00405502319336,59.26892852783203
356,-239.53125,-239.53125,-1024.0,44.214378356933594,41.953304290771484
357,-239.53125,-239.53125,-1024.0,47.06206130981445,58.65839767456055
358,-239.53125,-239.53125,-1024.0,44.2568244934082,55.27420425415039
359,-239.53125,-239.53125,-1024.0,76.20214080810547,53.96358871459961
360,-239.53125,-239.53125,-1024.0,51.791908264160156,60.61172866821289
361,-239.53125,-239.53125,-1024.0,45.16517639160156,35.95768737792969
362,-239.53125,-239.53125,-1024.0,46.128318786621094,57.93860626220703
363,-239.53125,-239.53125,-1024.0,76.22189331054688,41.91879653930664
364,-239.53125,-239.53125,-1024.0,78.14341735839844,45.87278366088867
365,-239.53125,-239.53125,-1024.0,78.10718536376953,51.29743194580078
366,-239.53125,-239.53125,-1024.0,48.972198486328125,59.9488639831543
367,-239.53125,-239.53125,-1024.0,43.28232955932617,45.216400146484375
368,-239.53125,-239.53125,-1024.0,64.97523498535156,28.420639038085938
369,-239.53125,-239.53125,-1024.0,43.30259704589844,53.2829475402832
370,-239.53125,-239.53125,-1024.0,44.237796783447266,40.61575698852539
371,-239.53125,-239.53125,-1024.0,71.53175354003906,33.301387786865234
372,-239.53125,-239.53125,-1024.0,75.25062561035156,39.961402893066406
373,-239.53125,-239.53125,-1024.0,63.93627166748047,28.05548858642578
374,-239.53125,-239.53125,-1024.0,66.79566955566406,60.60197448730469
375,-239.53125,-239.53125,-1024.0,66.84599304199219,29.2257080078125
376,-239.53125,-239.53125,-1024.0,77.1337890625,53.280052185058594
377,-239.53125,-239.53125,-1024.0,44.31243133544922,39.30329513549805
378,-239.53125,-239.53125,-1024.0,45.20770263671875,57.27179718017578
379,-239.53125,-239.53125,-1024.0,74.31437683105469,37.97709274291992
380,-239.53125,-239.53125,-1024.0,43.33573532104492,43.95064926147461
381,-239.53125,-239.53125,-1024.0,61.21641540527344,27.287282943725586
382,-239.53125,-239.53125,-1024.0,57.16890335083008,26.93480110168457
383,-239.53125,-239.53125,-1024.0,56.46489334106445,26.997617721557617
384,-239.53125,-239.53125,-1024.0,77.08423614501953,42.66658401489258
385,-239.53125,-239.53125,-1024.0,62.72700500488281,27.64253807067871
386,-239.53125,-239.53125,-1024.0,78.0810775756836,44.5786018371582
