,x,y,z
0,58.368682861328125,52.578086853027344,-1026.5
1,59.08073043823242,52.06486129760742,-1026.5
2,59.10302734375,53.07927703857422,-1026.5
3,59.42012405395508,53.92605209350586,-1026.5
4,59.70986557006836,52.58374786376953,-1026.5
5,58.29130935668945,51.268985748291016,-1026.5
6,59.30925369262695,51.2360725402832,-1026.5
7,58.820556640625,50.585044860839844,-1026.5
8,58.3690071105957,53.86703109741211,-1026.5
9,57.4235954284668,51.9031982421875,-1026.5
10,60.25375747680664,53.267276763916016,-1026.5
11,60.264183044433594,51.917884826660156,-1026.5
12,57.44511032104492,53.19115447998047,-1026.5
13,58.224151611328125,50.12386703491211,-1026.5
14,59.29766082763672,49.9154052734375,-1026.5
15,57.42353820800781,50.58875274658203,-1026.5
16,58.5216064453125,54.746551513671875,-1026.5
17,60.26518630981445,50.565101623535156,-1026.5
18,57.627899169921875,54.3455696105957,-1026.5
19,60.233394622802734,54.58869934082031,-1026.5
20,58.400054931640625,49.24446105957031,-1027.0
21,61.16757583618164,52.594642639160156,-1027.0
22,56.75933074951172,51.39060592651367,-1027.0
23,56.710208892822266,52.55592727661133,-1027.0
24,59.293846130371094,55.22982406616211,-1027.0
25,57.481285095214844,49.56583786010742,-1027.0
26,61.131046295166016,51.27214431762695,-1027.0
27,61.15719985961914,53.941646575927734,-1027.0
28,60.199005126953125,49.26212692260742,-1027.0
29,59.3240852355957,48.5452995300293,-1027.0
30,57.02104187011719,49.92465591430664,-1027.0
31,56.770957946777344,53.6656379699707,-1027.0
32,61.1272087097168,49.908958435058594,-1027.0
33,57.518863677978516,55.16862869262695,-1027.0
34,58.364585876464844,47.86918640136719,-1027.0
35,62.124515533447266,53.2514533996582,-1027.0
36,57.48795700073242,48.577213287353516,-1027.0
37,61.135074615478516,55.234031677246094,-1027.0
38,62.16734313964844,51.89767074584961,-1027.0
39,60.19132995605469,47.91883850097656,-1027.0
40,56.21490478515625,51.87721633911133,-1027.0
41,56.48823165893555,50.57223129272461,-1027.0
42,62.00499725341797,50.564178466796875,-1027.0
43,60.2330322265625,55.9398078918457,-1027.0
44,56.23529052734375,53.165409088134766,-1027.0
45,59.199806213378906,47.31098175048828,-1027.0
46,61.10182189941406,48.57347869873047,-1027.0
47,56.65789031982422,54.43019485473633,-1027.0
48,62.00009536743164,54.634483337402344,-1027.0
49,58.398704528808594,56.034912109375,-1027.0
50,61.70124435424805,49.25368881225586,-1027.0
51,62.66373062133789,52.59217071533203,-1027.0
52,56.62196731567383,49.256591796875,-1027.0
53,62.615089416503906,53.934814453125,-1027.0
54,62.6165885925293,51.2559700012207,-1027.0
55,62.3000373840332,49.73674011230469,-1027.0
56,60.1630859375,46.58641815185547,-1027.0
57,60.99410629272461,47.23649597167969,-1027.0
58,59.22233200073242,56.423946380615234,-1027.0
59,61.622867584228516,47.92524719238281,-1027.0
60,62.29339599609375,55.45030212402344,-1027.0
61,59.46341323852539,46.12525939941406,-1027.0
62,61.632205963134766,55.94328689575195,-1027.0
63,63.19943618774414,53.243045806884766,-1027.0
64,58.280235290527344,46.58154296875,-1027.0
65,63.203819274902344,51.90968704223633,-1027.0
66,62.22027587890625,48.62733459472656,-1027.0
67,62.99359893798828,54.596927642822266,-1027.0
68,57.42902374267578,47.345680236816406,-1027.0
69,55.81557846069336,52.4973258972168,-1027.5
70,63.1290397644043,50.578468322753906,-1027.5
71,60.9655876159668,56.43363952636719,-1027.5
72,60.43901824951172,45.81832504272461,-1027.5
73,55.8041877746582,51.21347427368164,-1027.5
74,61.3014030456543,46.41672134399414,-1027.5
75,62.074546813964844,47.28240966796875,-1027.5
76,63.104225158691406,49.246307373046875,-1027.5
77,55.88224792480469,53.764923095703125,-1027.5
78,58.338993072509766,45.86970901489258,-1027.5
79,59.26475143432617,45.30253982543945,-1027.5
80,64.00967407226562,52.57072067260742,-1027.5
81,56.77545928955078,55.677913665771484,-1027.5
82,61.140968322753906,45.30352783203125,-1027.5
83,64.01493072509766,53.89869689941406,-1027.5
84,56.5645751953125,47.79153823852539,-1027.5
85,63.02994918823242,55.92454147338867,-1027.5
86,60.217227935791016,44.637779235839844,-1027.5
87,64.00675964355469,51.27896499633789,-1027.5
88,57.43010711669922,56.32829666137695,-1027.5
89,62.13973617553711,45.922027587890625,-1027.5
90,63.093570709228516,47.92165756225586,-1027.5
91,60.026615142822266,57.04732131958008,-1027.5
92,57.41006851196289,46.352413177490234,-1027.5
93,62.1052131652832,56.67353439331055,-1027.5
94,64.0007553100586,55.26739501953125,-1027.5
95,56.98163986206055,46.61637496948242,-1027.5
96,61.13520050048828,43.971187591552734,-1027.5
97,64.04784393310547,49.93286895751953,-1027.5
98,58.46503448486328,57.04176330566406,-1027.5
99,59.274871826171875,43.96094512939453,-1027.5
100,55.688785552978516,49.77969741821289,-1027.5
101,62.11666488647461,44.637454986572266,-1027.5
102,63.1655158996582,46.53579330444336,-1027.5
103,60.219947814941406,43.29341125488281,-1027.5
104,58.30678176879883,44.60227584838867,-1027.5
105,60.9832878112793,57.25806427001953,-1027.5
106,56.02443313598633,54.96207809448242,-1027.5
107,64.02120208740234,48.597633361816406,-1027.5
108,61.15837478637695,42.63153839111328,-1027.5
109,55.8984260559082,48.61259078979492,-1027.5
110,56.5611686706543,46.968814849853516,-1027.5
111,62.13324737548828,43.276485443115234,-1027.5
112,64.9083480834961,53.24427032470703,-1027.5
113,63.11802673339844,45.230979919433594,-1027.5
114,60.23234176635742,41.995513916015625,-1027.5
115,64.89724731445312,51.924503326416016,-1027.5
116,59.282073974609375,42.65185546875,-1027.5
117,61.1575927734375,41.39357376098633,-1027.5
118,57.38584899902344,45.26137161254883,-1027.5
119,64.89571380615234,54.572811126708984,-1027.5
120,62.07966613769531,42.01566696166992,-1027.5
121,55.4044189453125,50.52317810058594,-1027.5
122,63.988582611083984,47.29354476928711,-1027.5
123,63.038536071777344,43.96158218383789,-1027.5
124,63.06843566894531,37.3042106628418,-1027.5
125,62.10272979736328,37.95538330078125,-1027.5
126,61.15021896362305,39.96244812011719,-1027.5
127,62.097084045410156,40.628639221191406,-1027.5
128,62.082454681396484,39.29484176635742,-1027.5
129,64.0409927368164,36.619537353515625,-1027.5
130,61.14363479614258,38.63152313232422,-1027.5
131,63.04777526855469,38.633663177490234,-1027.5
132,60.20580291748047,40.62777328491211,-1027.5
133,58.33997344970703,43.31953430175781,-1027.5
134,62.097381591796875,36.59737014770508,-1027.5
135,63.9796142578125,37.95820236206055,-1027.5
136,64.91268920898438,50.6340217590332,-1027.5
137,61.15340805053711,37.26593017578125,-1027.5
138,63.0539436340332,35.91859436035156,-1027.5
139,63.05677032470703,42.630435943603516,-1027.5
140,64.8843994140625,35.93923568725586,-1027.5
141,63.05839920043945,39.968292236328125,-1027.5
142,60.20033264160156,39.29436111450195,-1027.5
143,65.17086791992188,35.03404235839844,-1027.5
144,63.058837890625,41.301143646240234,-1027.5
145,66.17484283447266,35.75941467285156,-1027.5
146,64.95068359375,37.271820068359375,-1027.5
147,63.90332794189453,45.8720703125,-1027.5
148,59.2611083984375,41.288509368896484,-1027.5
149,64.05965423583984,35.35752868652344,-1027.5
150,63.995216369628906,56.531070709228516,-1027.5
151,60.19990158081055,37.95545959472656,-1027.5
152,63.99534606933594,39.31509780883789,-1027.5
153,65.76445770263672,36.59821319580078,-1027.5
