X,Y,Z
57.37287521362305,56.69762420654297,-391.341552734375
59.33974838256836,56.778656005859375,-389.5654296875
61.16618347167969,56.82517623901367,-388.08465576171875
63.07177734375,56.61304473876953,-386.72393798828125
64.84008026123047,56.438507080078125,-385.68231201171875
58.48384094238281,57.096160888671875,-384.03375244140625
60.22933578491211,57.23048782348633,-382.47735595703125
62.09833526611328,57.180057525634766,-381.04022216796875
63.76911163330078,57.1379508972168,-379.87371826171875
59.2892951965332,57.599998474121094,-378.43255615234375
61.12685012817383,57.54239273071289,-376.8131103515625
60.04762268066406,27.70307159423828,-376.9346923828125
55.68754196166992,28.093042373657227,-375.0511474609375
57.41864776611328,27.81793785095215,-373.6290283203125
59.223575592041016,27.6866512298584,-372.33233642578125
60.92734146118164,27.93954849243164,-370.87420654296875
53.105003356933594,28.76997947692871,-369.2215576171875
54.76492691040039,28.30475616455078,-367.5635986328125
56.50042724609375,27.954570770263672,-366.0859375
58.340301513671875,27.69249725341797,-364.776123046875
60.13203048706055,28.10007095336914,-362.97479248046875
61.82134246826172,28.366174697875977,-361.72216796875
52.3132438659668,29.07740020751953,-360.3463134765625
53.85017776489258,28.540861129760742,-358.6619873046875
55.619842529296875,28.428363800048828,-356.7535400390625
57.43395233154297,28.343175888061523,-355.11273193359375
59.29576110839844,28.40834617614746,-353.58343505859375
61.06209945678711,28.521970748901367,-352.30120849609375
62.735050201416016,28.872251510620117,-351.11383056640625
51.43527603149414,29.635499954223633,-349.90130615234375
52.97458267211914,29.207971572875977,-347.92108154296875
54.68061828613281,28.933738708496094,-346.06109619140625
56.49094009399414,28.799697875976562,-344.3465576171875
58.34525680541992,28.790000915527344,-342.77081298828125
60.21839141845703,28.882930755615234,-341.34808349609375
62.00567626953125,29.02364730834961,-340.190185546875
63.65131759643555,29.454334259033203,-339.030029296875
52.05986404418945,29.841970443725586,-337.4075927734375
53.73995590209961,29.52283477783203,-335.45013427734375
55.52830505371094,29.353151321411133,-333.64178466796875
57.42372131347656,29.296184539794922,-331.9888916015625
59.39198684692383,29.235353469848633,-330.5650634765625
61.157081604003906,29.427249908447266,-329.19622802734375
62.94112014770508,29.603670120239258,-328.1177978515625
64.55630493164062,30.069372177124023,-326.9970703125
50.977535247802734,30.51873016357422,-325.61431884765625
52.78413391113281,30.20966339111328,-323.4158935546875
54.58578109741211,29.985687255859375,-321.50994873046875
56.443275451660156,29.798851013183594,-319.84429931640625
58.35419464111328,29.628345489501953,-318.37054443359375
60.46201705932617,29.806726455688477,-316.91131591796875
62.11848831176758,30.035659790039062,-315.61370849609375
63.868614196777344,30.225414276123047,-314.5980224609375
65.44847106933594,30.770559310913086,-313.46905517578125
50.58371353149414,31.21092987060547,-312.059326171875
51.870277404785156,30.850008010864258,-310.03125
53.57732009887695,30.7279052734375,-307.96978759765625
55.505210876464844,30.272506713867188,-306.30621337890625
61.19068145751953,30.292556762695312,-304.85845947265625
63.02104568481445,30.689449310302734,-303.57635498046875
64.79615020751953,30.87371253967285,-302.63653564453125
66.15887451171875,31.332538604736328,-301.53399658203125
51.0334587097168,31.525287628173828,-299.71148681640625
52.68204116821289,31.403545379638672,-297.581787109375
63.9447135925293,31.379526138305664,-296.09912109375
65.69982147216797,31.565467834472656,-295.2220458984375
50.22755432128906,32.23240661621094,-293.96185302734375
51.80327606201172,32.0484619140625,-291.7659912109375
64.92310333251953,32.093475341796875,-290.2098388671875
66.6687240600586,31.96307373046875,-289.581298828125
50.956382751464844,32.77328109741211,-287.51959228515625
52.49053192138672,32.528076171875,-285.49169921875
65.85369873046875,32.837154388427734,-284.40386962890625
67.32197570800781,32.918800354003906,-283.6204833984375
49.9885139465332,33.46645736694336,-281.928466796875
51.772315979003906,33.394256591796875,-279.6868896484375
65.33287811279297,33.382850646972656,-278.12860107421875
66.67691802978516,33.475345611572266,-277.14788818359375
49.49402618408203,34.07149124145508,-276.1748046875
50.938663482666016,34.0595703125,-273.99462890625
52.59266662597656,34.04808807373047,-272.015625
65.83367919921875,34.05900573730469,-270.709228515625
67.39529418945312,34.09503173828125,-269.904296875
50.12566375732422,34.670684814453125,-268.353515625
51.790428161621094,34.68760299682617,-266.25115966796875
66.72718811035156,34.71512222290039,-265.0029296875
50.84992218017578,35.476341247558594,-263.62591552734375
52.71538543701172,35.34843063354492,-261.5582275390625
65.84355163574219,35.3456916809082,-260.10687255859375
67.46141052246094,35.26029586791992,-259.31414794921875
50.31535720825195,36.00196838378906,-257.9384765625
51.803749084472656,36.00896453857422,-255.88629150390625
53.22859573364258,35.99888229370117,-253.9912109375
66.9507827758789,36.00188064575195,-253.0047607421875
51.05303192138672,36.567527770996094,-251.7117919921875
52.72304916381836,36.67194747924805,-249.708251953125
65.97242736816406,36.67759704589844,-248.08734130859375
67.63990783691406,36.640403747558594,-247.2984619140625
51.82923889160156,37.309669494628906,-245.567626953125
53.65365982055664,37.33953857421875,-243.557373046875
66.89112854003906,37.32160949707031,-242.42584228515625
51.26652908325195,37.989959716796875,-241.36572265625
52.6700439453125,38.07738494873047,-239.3895263671875
54.149173736572266,37.98759078979492,-237.4652099609375
